30393	40953	8508
11623	40945	5444
26376	40949	38067
35928	40945	11251
14348	40953	3242
19673	40948	8001
6153	40945	20536
642	40952	13671
34464	40949	2994
8167	40945	26719
6813	40953	11787
23813	40945	6476
37402	40948	40097
17881	40945	4612
820	40944	33199
27100	40953	23069
6075	40948	33879
18670	40945	28249
36687	40958	39410
511	40953	10235
8985	40945	40422
6705	40949	20327
5521	40948	40041
8802	40953	18448
16132	40953	13325
7391	40948	14924
9248	40956	15229
7648	40945	9993
23993	40953	38384
4409	40948	36960
16927	40949	1424
24064	40949	25985
24618	40960	20930
10332	40953	22909
36187	40945	1589
7904	40948	20520
35568	40948	25785
35648	40945	39173
37682	40949	36556
730	40945	453
12996	40952	26937
8478	40948	27758
17066	40945	40651
21075	40949	14922
26783	40953	12081
5283	40949	6157
35378	40953	37538
39842	40953	37793
26598	40948	4526
38427	40953	38007
28330	40958	22351
25689	40958	27044
20533	40948	32681
24243	40960	14797
13671	40943	26173
6658	40944	9204
19314	40953	13248
1185	40948	271
25225	40948	10758
6502	40958	9118
18435	40953	30419
31074	40948	39254
23237	40952	6542
37839	40945	5407
7169	40948	20960
9666	40948	9930
22659	40953	8187
3317	40958	39745
6010	40948	23179
34249	40952	11860
36365	40953	20328
21212	40953	39513
19974	40953	9126
2615	40953	19845
23358	40953	40204
28926	40948	21018
37809	40944	5446
39589	40953	9706
12693	40945	23563
27857	40948	463
11314	40948	3191
16760	40945	6292
30093	40945	145
32139	40950	34036
8294	40944	1343
29728	40945	8703
33817	40948	36027
19251	40948	6813
36505	40948	34700
28165	40948	33943
2990	40945	6840
6462	40956	13978
16986	40945	17805
7040	40945	505
1650	40948	23993
24133	40953	6841
24781	40948	36657
38221	40948	507
16620	40954	14127
30832	40948	12303
36167	40952	7048
35832	40953	38921
26625	40948	12486
23872	40954	5964
31585	40952	34245
2063	40948	36138
20002	40945	25165
30838	40948	6595
19020	40948	25230
33450	40943	4729
23373	40953	27952
20083	40953	16066
28602	40948	35198
22321	40948	20863
7035	40945	30179
6222	40948	36274
8226	40958	9914
3904	40945	5418
8218	40953	3544
12736	40953	18535
35105	40948	18434
11084	40948	22763
9932	40945	33768
13161	40953	36621
18626	40953	34444
21279	40953	26114
9756	40953	10662
25748	40953	7727
23526	40948	30011
33391	40958	10814
6813	40953	1381
866	40943	26970
32469	40948	13162
17950	40953	14997
20774	40945	13948
23522	40945	912
16112	40948	5096
38950	40945	14798
12948	40953	2215
23179	40953	33243
6861	40953	26989
16187	40948	17803
22462	40953	37
19904	40955	7951
34593	40945	20704
31788	40945	27113
26737	40945	1582
9195	40948	2070
19714	40945	4612
22851	40948	31017
22614	40948	2190
34607	40948	36240
23284	40945	11970
15670	40948	17765
3619	40943	22331
30749	40945	28958
31295	40948	1439
32257	40948	5789
990	40953	8064
21561	40945	14105
3191	40953	16526
18073	40944	36912
9460	40948	24151
39230	40945	19263
26358	40949	37880
2927	40953	24930
21303	40948	38728
11942	40948	26775
31384	40949	4733
4014	40948	15691
20454	40953	2241
7361	40953	13496
40191	40949	1230
24112	40953	38619
22283	40953	13526
822	40948	987
3411	40945	19046
36238	40945	28897
21073	40953	12899
16250	40945	16424
24193	40945	17982
39747	40945	36808
13671	40943	6482
38863	40948	23323
10806	40948	20862
36186	40945	3711
38195	40959	15882
23175	40945	14319
31059	40953	32325
14578	40948	7411
23710	40953	10731
8723	40948	37104
4732	40945	15049
31902	40960	28046
9400	40945	15206
18418	40948	30722
2804	40954	13097
2050	40945	14710
23442	40945	31187
12806	40949	34976
12808	40948	27791
40080	40945	36745
30692	40956	30233
36473	40949	14735
34955	40944	8231
35633	40948	29268
27599	40948	17049
20270	40945	3874
5958	40948	28195
20120	40953	8813
9201	40948	19555
15054	40945	33721
36639	40948	12164
40727	40948	26803
4001	40949	2903
12416	40948	35681
285	40956	28538
191	40949	12999
23882	40949	14811
25125	40953	26353
35608	40948	10314
30034	40953	33688
11631	40945	5353
23233	40956	12048
26087	40960	3631
33562	40948	12647
22166	40948	35275
33281	40956	27453
20411	40945	18474
5331	40948	6888
23872	40954	40358
8418	40949	26579
6737	40953	40193
11340	40945	20505
21780	40944	40934
27460	40945	37261
21699	40953	12986
30298	40960	5472
28777	40945	37343
1505	40956	36425
16607	40945	7082
18686	40945	5018
13161	40953	39525
22489	40948	797
23512	40953	34509
2536	40953	39345
17425	40956	35724
32598	40948	3053
14636	40953	15463
37605	40958	9733
22378	40953	31600
1335	40945	1088
40037	40945	33451
6436	40950	9639
26198	40945	11789
31407	40948	18737
15286	40948	17121
3	40945	6566
8490	40953	37993
23524	40945	7287
1510	40945	27987
14319	40953	23685
8458	40956	4688
23872	40954	10942
9288	40953	15983
14321	40948	29713
15733	40948	23156
12142	40945	30665
1696	40945	15037
32759	40949	38813
22900	40958	31508
5789	40953	34169
23872	40954	22924
39619	40948	23545
5696	40948	4953
17993	40948	31893
10676	40945	29158
1604	40945	35832
10346	40958	16285
20853	40945	20618
30146	40953	32404
33940	40952	31102
30335	40953	18691
15551	40944	19780
13718	40953	6270
29181	40945	35988
16396	40944	34498
6681	40945	3630
30431	40945	28511
25119	40948	40815
33450	40943	8264
9712	40948	951
10354	40945	7204
5781	40953	1842
14368	40952	10717
3036	40948	10179
15762	40953	17381
13515	40948	4568
27699	40945	12864
3683	40945	9672
16985	40953	4077
33606	40948	13972
9251	40949	1295
4179	40957	9904
14338	40953	11612
2448	40948	38335
25176	40953	26181
14769	40948	11685
2733	40949	8692
21480	40956	11834
30198	40945	19967
29753	40953	36804
9813	40945	30565
35967	40945	1900
2456	40945	9397
17189	40953	27753
11831	40956	14060
15541	40953	23812
6292	40948	17488
13802	40949	25043
2478	40948	16233
35954	40956	32811
31228	40953	2363
33913	40953	13467
26056	40950	11400
17226	40944	34079
33784	40945	5906
7355	40945	33178
1772	40953	30067
16135	40944	40373
35573	40948	14312
9232	40945	17579
22077	40953	24122
14727	40945	34029
14731	40953	29810
35198	40953	23252
35976	40945	28135
33879	40953	17084
36353	40944	36913
19831	40953	16897
8231	40953	10526
16802	40949	15812
19374	40944	18514
512	40945	19741
3329	40960	10406
20862	40953	10806
35451	40954	19698
39147	40949	6464
35659	40945	25109
7817	40948	4966
30868	40958	16272
13214	40950	35660
791	40954	26849
18744	40945	35666
20070	40944	33313
34751	40948	6813
30446	40952	13671
2592	40944	22231
812	40948	35681
34320	40945	5621
32656	40953	13410
30374	40953	225
5798	40945	16616
21671	40948	31550
706	40948	9290
31550	40953	35703
9569	40948	9369
8088	40948	6742
1832	40945	11125
9290	40953	16459
17301	40956	19823
5650	40948	21975
8430	40948	36138
12751	40948	7260
37151	40945	13075
32270	40949	4050
2456	40953	19671
33012	40960	4558
28219	40945	14627
23872	40954	8670
33100	40948	32272
24480	40945	15945
7609	40945	3488
35681	40953	1345
16398	40953	4129
26476	40944	18409
13671	40943	3741
31972	40946	36640
30700	40945	18550
30999	40953	35683
29570	40953	24490
701	40948	28483
16016	40945	38587
34416	40945	12258
26422	40953	40292
33450	40943	35273
10733	40953	7127
10688	40945	23483
19502	40948	34856
15307	40945	19524
18435	40953	3828
38667	40945	7512
38880	40945	25829
12298	40953	40175
3848	40953	39242
24663	40949	34420
27567	40945	3589
4185	40953	33117
4705	40945	6088
22891	40949	34087
32220	40945	23358
24262	40953	10640
17902	40945	32491
7162	40952	28877
39023	40953	38345
4467	40948	25288
29143	40948	16058
36883	40948	9290
16589	40949	10005
356	40948	20023
32163	40948	23993
38864	40948	12216
37772	40948	32980
10054	40948	6813
13929	40953	817
25099	40943	19066
28811	40951	23311
24246	40948	26343
17071	40959	16395
5908	40949	16150
35326	40959	21480
13452	40960	21369
25939	40944	1593
15113	40945	9413
3133	40949	28787
23824	40958	31491
14365	40948	33879
4489	40948	32355
5035	40948	13629
33780	40953	19567
3234	40950	23872
9700	40948	5655
7300	40950	23872
29222	40948	28069
22689	40948	38260
12813	40948	13350
12407	40945	21770
15491	40953	34210
16423	40945	290
30400	40957	40575
10647	40948	21192
1507	40956	6930
2133	40948	12077
23649	40945	14495
37314	40948	15098
2374	40948	2067
13464	40948	25554
40301	40953	27639
573	40948	22541
31550	40953	32981
6088	40945	4705
2011	40945	14290
21117	40948	27053
38314	40953	20741
12923	40953	965
27238	40948	38902
14763	40945	32059
3522	40950	2724
2261	40956	26130
2826	40953	26854
9314	40952	13671
32651	40950	26138
4068	40950	35451
34069	40949	31219
40842	40945	7395
1145	40954	17838
4038	40945	8327
34189	40953	18289
10126	40954	12066
4396	40953	25785
19745	40953	39165
33939	40948	24629
25688	40953	17856
28939	40953	5121
29710	40948	31550
14421	40944	31391
31564	40953	29006
26179	40948	31047
13354	40953	13273
5932	40948	8850
35362	40948	19237
6328	40953	25771
22420	40945	15176
35848	40945	29558
10012	40945	211
32464	40945	28739
32861	40945	17287
27491	40948	19976
38201	40945	916
7500	40953	16875
10128	40952	13354
28533	40948	21989
559	40945	20003
6005	40948	29958
8035	40949	11306
40812	40948	31550
27005	40953	27628
31550	40953	32956
40875	40945	9813
19912	40948	39417
28009	40953	30454
38319	40958	3784
5061	40953	30830
16395	40946	13922
20632	40944	32460
31255	40954	2284
6695	40945	27127
23411	40948	39360
34406	40945	30057
1777	40958	33090
7040	40953	24963
39649	40949	38348
20960	40953	12256
22586	40948	3329
1642	40948	40097
13661	40948	40337
28797	40956	35731
15947	40945	20088
31905	40948	38317
16217	40945	34910
16463	40945	15921
6202	40953	13337
19495	40945	24169
8612	40950	20390
28814	40945	29259
20325	40949	33382
7980	40945	32884
22101	40953	29066
9779	40950	35451
8581	40952	13671
14317	40959	16395
36430	40945	11158
30214	40945	20635
15342	40945	23142
12670	40948	20960
3982	40944	1169
16876	40952	27007
2804	40954	185
7263	40945	14794
6265	40948	13502
12981	40945	26140
22568	40948	39437
39101	40945	5727
19250	40956	8798
8150	40953	18664
10391	40956	2421
3819	40954	6046
39182	40945	26343
22378	40953	5722
12947	40953	6275
16059	40948	8411
5918	40948	12940
12606	40944	31744
23066	40960	7210
13610	40945	23134
18846	40947	467
1728	40948	40261
22300	40958	14857
21830	40960	10064
25616	40944	22072
9962	40953	21055
26324	40952	22799
28506	40953	23385
10823	40952	12937
39809	40949	40385
28625	40948	16929
20521	40948	3616
13159	40948	27013
6478	40953	21570
5390	40945	26258
31928	40948	30627
12145	40953	25571
7727	40953	13831
30773	40948	26777
8716	40953	22065
282	40945	23057
23179	40953	605
30635	40945	26413
12354	40945	16657
7648	40948	32380
25772	40953	5441
35836	40948	18435
28333	40949	23261
26783	40948	37522
23781	40956	12942
32803	40953	37924
30333	40948	31441
11164	40958	23178
38590	40944	17215
24118	40948	16762
13331	40944	435
507	40948	24517
33049	40949	9136
8888	40948	38344
13096	40948	25673
14131	40956	2432
25685	40948	15690
29560	40945	22432
12303	40953	3608
9599	40948	141
14612	40958	2305
40437	40943	29126
36083	40953	30971
8460	40958	6484
5780	40950	21008
29505	40953	14981
30819	40953	18525
21251	40953	17941
31065	40945	23774
27143	40953	14412
13671	40948	21962
31022	40952	33450
18641	40950	2804
22405	40958	7722
21411	40948	14872
11506	40949	6348
18990	40956	39814
6613	40949	11169
36218	40945	36337
28811	40951	26504
13415	40945	1850
16046	40945	21260
15534	40948	14377
13244	40948	5032
36877	40949	2534
23411	40953	40388
17946	40948	23179
30009	40945	749
28483	40948	37013
34836	40949	18725
36082	40953	23636
2375	40948	11214
36724	40953	25480
2005	40945	22221
27008	40954	7254
30607	40948	23993
26931	40948	22556
31564	40953	20258
37995	40958	30459
20949	40957	29690
2303	40956	36099
32659	40945	5842
27729	40952	22799
167	40948	29433
12706	40950	40867
16420	40950	18222
35451	40954	11249
13195	40953	24172
29686	40949	30178
32728	40948	29534
26374	40948	9015
12011	40945	17295
758	40953	19201
31638	40945	21358
34715	40948	30335
5483	40945	7187
29517	40958	8786
19701	40948	2545
31784	40945	23603
40401	40945	12656
23216	40948	25698
6644	40945	15772
5404	40948	16441
16823	40953	15149
3127	40945	18133
23993	40953	9350
21518	40945	27724
15081	40952	3619
9940	40948	25718
31550	40953	1775
40583	40944	15685
35509	40953	10065
8573	40956	5001
31491	40952	18990
12574	40943	14084
4618	40953	35918
37363	40948	25882
3844	40944	4241
37578	40953	34356
38809	40948	23953
39582	40960	21304
34863	40945	3507
24037	40953	15489
10828	40948	21543
1163	40945	37084
22378	40953	33800
6577	40943	5076
16437	40943	29171
16395	40951	5336
22762	40949	40786
17679	40945	36585
40222	40944	1222
23483	40948	6243
493	40945	20752
18821	40945	2263
33919	40948	31246
18917	40953	24922
30178	40944	1115
114	40958	7604
32364	40945	26265
16395	40946	20834
33991	40945	20524
26389	40953	30199
19750	40953	31349
21279	40953	13027
5762	40948	26419
3191	40953	32084
1909	40949	11459
39654	40945	30652
23725	40945	7193
11157	40948	7084
257	40952	13671
22289	40953	25226
18535	40948	12736
16395	40946	1824
8421	40944	11538
18706	40949	24393
12539	40945	18122
288	40945	5855
30423	40958	36946
8347	40956	39287
35180	40953	352
25860	40951	4867
16	40945	3637
24483	40960	1033
12656	40945	40401
19745	40945	34898
25176	40945	2525
13806	40953	28609
8559	40953	36884
13267	40945	28868
6750	40945	34965
32645	40950	37299
37001	40953	14420
3426	40945	31586
7087	40956	24249
6412	40953	32128
24074	40954	25753
22378	40953	22875
20960	40953	9623
34979	40949	15812
5842	40948	11744
12054	40953	35019
40744	40948	30201
25015	40953	17835
7142	40945	18321
6261	40953	17443
16661	40953	19095
7604	40956	31292
6412	40953	12749
28886	40944	32683
998	40945	26176
12059	40945	25586
29694	40945	19929
25541	40953	25211
19407	40953	20877
39652	40953	8380
32424	40948	9944
3038	40948	21962
8374	40948	2614
23993	40953	33094
15844	40953	39401
24100	40956	19110
30521	40955	7951
34635	40948	32082
35451	40954	2051
12979	40945	36443
25920	40953	24357
31337	40953	23717
39591	40950	23872
13671	40943	39421
39095	40948	3327
32785	40953	5498
14332	40953	5989
26413	40953	33704
22606	40948	15076
24586	40956	40253
26419	40953	35679
21638	40956	9075
6130	40956	26393
17000	40948	32330
35759	40945	7919
36138	40953	11732
21782	40948	4568
31669	40948	31086
23552	40945	34035
36948	40953	35431
34003	40948	33453
33483	40948	22826
2303	40948	9044
31021	40945	15529
21516	40953	20653
23993	40953	38649
30262	40958	24428
21406	40958	38495
9898	40953	35943
39576	40948	39036
29601	40949	38016
3202	40948	18021
13671	40943	14081
36342	40949	16388
9443	40958	31972
6202	40953	31515
37344	40957	16931
32884	40948	12396
13419	40949	40385
17918	40945	1658
32990	40948	33880
31861	40958	8342
20512	40948	6318
34952	40954	35494
22922	40944	2087
9376	40945	30030
18905	40950	40195
27879	40943	33497
6577	40943	31493
33123	40952	13354
28017	40953	12452
13929	40953	28536
33879	40953	25045
26246	40949	21186
13748	40948	18435
26272	40945	28693
3596	40948	333
6324	40953	25046
21047	40948	29570
10984	40953	19366
604	40945	3830
4183	40953	16262
19423	40945	32167
25732	40945	32373
11567	40948	3007
21824	40948	23303
3964	40948	6489
16989	40953	7170
27008	40954	20676
5085	40948	3078
15260	40953	29765
28839	40960	23004
24148	40950	34936
5451	40948	39685
34807	40943	9433
5117	40950	26138
20953	40953	17913
15197	40953	26571
7201	40953	31673
26987	40949	2123
8891	40957	27853
1344	40944	24872
24579	40953	33796
31831	40952	13671
169	40945	39692
39300	40945	32742
1326	40953	34158
7924	40948	26419
18713	40945	23851
14478	40953	38517
24710	40945	37529
17593	40948	141
22378	40953	4969
22809	40948	7554
797	40953	22489
2586	40948	6128
22440	40948	23532
23872	40954	26136
33139	40945	40193
25587	40958	31650
34093	40945	40094
13926	40958	22518
35166	40956	6211
15174	40949	16360
28797	40956	6543
4733	40944	37372
75	40948	627
12580	40953	33745
7371	40953	39217
23688	40958	26698
32223	40952	13354
35292	40953	8903
29073	40948	27025
7275	40945	27395
17576	40945	3769
31535	40954	38710
5279	40945	32938
22099	40949	25789
7433	40944	13099
31645	40944	17701
6974	40952	33450
6061	40945	23907
14807	40950	34681
23074	40950	24713
17213	40945	10827
28384	40948	28676
31535	40954	11457
38939	40953	30825
1007	40948	33308
17582	40951	39069
9668	40958	18671
969	40953	11129
28849	40948	25785
39999	40944	17919
145	40945	15409
29852	40953	20099
25931	40948	36138
29064	40949	14546
10625	40953	40108
23348	40948	3448
31522	40953	18472
32723	40958	34449
14565	40945	2706
10812	40948	12303
20071	40948	28610
31006	40952	23495
26840	40948	25821
31228	40953	28167
8136	40956	30926
33879	40953	40450
8540	40948	31564
24078	40945	7105
2968	40945	32453
18229	40953	8707
40534	40948	10396
29607	40948	10404
4737	40950	17273
31091	40956	2893
12059	40945	18651
14511	40953	15088
14408	40945	19429
28877	40943	28153
18864	40948	141
33123	40954	29971
31858	40946	33957
10009	40956	37299
10415	40953	9838
15487	40953	36796
984	40945	21880
31550	40953	19479
32451	40945	146
14555	40943	30329
35245	40953	4531
19716	40945	37704
5261	40945	19916
22225	40948	3121
10983	40945	11338
32681	40953	26895
5795	40945	18903
27123	40953	17117
25684	40953	14914
32149	40948	39025
7961	40953	3131
6525	40956	12435
15664	40958	26698
5598	40953	34481
30155	40948	36322
5185	40956	2568
34554	40949	21221
40618	40949	24590
10221	40953	31662
31573	40948	40788
31163	40945	20818
16052	40945	19283
24469	40948	35963
25554	40953	22654
2207	40953	1120
35198	40953	25295
29071	40948	13929
362	40945	2465
39885	40955	7951
6305	40945	20704
8300	40945	38002
6462	40946	4479
29703	40953	4508
4951	40953	24631
15876	40948	20735
5294	40945	23140
36884	40948	8559
33337	40950	38428
8471	40953	38535
21551	40943	38720
7961	40953	32529
8881	40953	2437
16968	40944	29153
20855	40948	24914
17067	40953	6540
26891	40953	23403
4408	40950	23997
1210	40948	20960
33718	40945	38990
22095	40953	34818
33713	40960	3781
36381	40945	20311
21905	40956	6747
368	40953	33575
16272	40956	14471
15011	40950	5082
35492	40948	34944
23779	40945	39227
11552	40943	19631
35528	40949	14503
40819	40953	36106
16395	40951	26707
6462	40949	8910
36830	40948	23873
89	40953	38402
34912	40953	28111
16113	40953	10153
22606	40953	34254
16395	40946	21694
16636	40945	21844
34140	40958	9712
34036	40954	28034
27462	40948	25505
2804	40954	3234
32311	40945	11690
7575	40948	6595
5194	40953	6071
1495	40948	32988
10609	40953	12653
24352	40948	31550
33304	40945	39987
36993	40945	3772
18375	40956	19803
33696	40948	27030
21248	40945	21857
2355	40948	35637
13220	40953	1887
3258	40953	34493
27582	40945	14192
20532	40953	30088
39671	40960	14684
27078	40958	422
25176	40952	22361
33930	40948	33610
31904	40948	2045
30066	40945	5469
31461	40948	18590
33512	40948	15260
24385	40958	23952
15457	40953	15005
33931	40948	22816
22206	40956	32146
20650	40953	21294
36820	40948	27100
707	40953	16160
3901	40950	3520
38537	40948	40674
25596	40944	38165
25288	40945	17703
24305	40953	28294
37746	40948	5408
31655	40952	13671
35867	40953	39306
2029	40960	29901
21310	40948	29667
17390	40954	9538
37476	40948	20197
24192	40949	25510
11043	40948	40097
7670	40953	37636
23872	40954	17334
10179	40945	32197
3874	40945	20270
6968	40945	21468
9242	40945	32590
18737	40953	27316
21910	40944	8138
31260	40944	31864
18047	40953	5522
34636	40945	33398
4949	40953	720
5418	40953	19044
10764	40948	38752
23993	40953	37371
38317	40953	11385
6515	40948	39119
3031	40949	8421
40234	40952	12961
30567	40948	3329
7270	40945	7709
12187	40948	31604
1850	40945	33724
10742	40945	29590
39254	40953	31074
503	40945	34925
1547	40953	20690
31604	40953	38477
30888	40953	5
6263	40953	2341
15926	40945	23018
11598	40953	34491
16263	40948	12797
36407	40950	35653
36103	40958	39275
37190	40948	17567
26757	40953	8653
26017	40949	12805
20980	40953	25191
214	40948	13279
37595	40949	8421
25860	40951	155
2224	40953	30698
29753	40953	28653
5173	40944	11489
25974	40948	29355
17445	40948	13933
23179	40953	37976
15021	40948	20719
19735	40944	14023
20496	40949	5319
28051	40945	770
39630	40953	19189
25630	40948	4219
25287	40958	25243
28167	40945	31836
25928	40948	17765
8777	40948	31550
28811	40951	19505
18435	40953	25886
30211	40945	13757
9083	40960	26810
5855	40953	1568
7555	40953	20047
14090	40948	31745
4758	40945	11942
6116	40953	10086
22956	40953	13972
23439	40948	18213
30142	40945	38700
19219	40948	31211
1378	40945	12971
10925	40948	39274
7838	40948	10221
34728	40945	9678
34303	40948	25129
26662	40948	10664
21141	40945	420
18713	40945	19942
8421	40944	21435
6767	40944	28663
40726	40945	16637
574	40945	21179
4277	40953	35559
40166	40945	19450
8855	40948	1710
20479	40949	22503
27418	40948	34245
16713	40956	10867
7341	40945	20089
33233	40958	6484
18206	40953	20323
1661	40956	20349
23603	40953	40828
31522	40953	27221
34938	40953	4592
34040	40948	23877
11376	40948	38364
14190	40948	37706
25935	40953	2752
5471	40960	40484
32142	40956	35683
35451	40954	20233
16310	40948	22915
22771	40958	20214
10785	40948	1907
1982	40945	37484
3618	40945	27931
28225	40950	23872
17264	40953	13449
2544	40953	20513
32595	40945	17324
40551	40953	25144
6563	40948	31163
14356	40944	24007
15720	40948	29703
13837	40949	29037
10519	40958	29938
28589	40944	19543
38976	40948	38947
421	40956	17990
11671	40945	34201
37741	40948	15502
33856	40945	33291
2833	40945	27381
15375	40957	35
16082	40948	7670
35022	40948	20960
6728	40944	14269
21417	40953	31557
20295	40958	35276
20137	40948	27932
23151	40948	29832
8692	40948	6813
24955	40948	13059
5499	40945	7318
3966	40945	16941
38542	40953	17651
34928	40948	6116
6512	40944	28265
12177	40948	14383
27071	40953	33027
23178	40950	24074
5433	40959	16395
37675	40953	23126
9649	40948	25050
31896	40945	38537
7032	40953	4040
18645	40949	13851
12681	40953	22000
23819	40953	24596
14330	40953	7529
33944	40949	16496
10164	40950	14324
35612	40953	24382
13827	40945	20241
30627	40945	23786
11830	40948	32752
18174	40948	6398
36529	40945	16397
30543	40945	12599
31936	40953	3414
27892	40945	21079
38220	40945	23655
11552	40943	5401
38098	40953	14759
38214	40944	39068
23871	40949	485
33008	40945	2737
2066	40943	26454
24046	40956	40184
34167	40945	12889
4575	40949	13149
23133	40948	39851
4723	40953	34116
19511	40953	2359
2764	40949	12675
39724	40949	1969
11046	40948	31747
23677	40944	17699
32288	40948	8690
28291	40953	39947
8528	40948	20014
37669	40953	40613
21624	40953	6168
34429	40953	19726
22922	40944	9943
9225	40948	20083
36388	40953	15636
3834	40953	24392
11008	40953	39913
14063	40949	30944
12366	40948	12961
35402	40953	28478
1058	40945	40366
37001	40953	38254
33704	40948	26413
19897	40946	26151
31550	40953	34560
24043	40948	23988
31650	40956	23571
10476	40953	25435
10969	40956	31858
31632	40953	33166
26422	40953	24369
21012	40953	32796
14064	40948	14861
4616	40949	12075
5625	40948	39900
34104	40945	2460
14605	40958	16277
25601	40953	39047
21985	40944	5711
13012	40956	6923
33516	40948	21849
10501	40953	18482
31550	40953	15172
25529	40944	35750
31312	40945	23509
23390	40956	1681
36138	40953	17919
13671	40943	6562
38306	40953	27184
17111	40944	24
39657	40948	28037
16285	40956	22495
17315	40948	1776
21013	40948	19439
26514	40948	4696
13886	40948	21962
20051	40948	35002
26074	40950	7216
18888	40956	23220
13230	40948	13895
25254	40956	15218
11632	40948	23024
40757	40945	35883
14295	40948	25394
31161	40955	7951
25769	40948	6929
10968	40950	22431
11261	40958	6910
31550	40953	23243
30114	40948	28669
534	40960	19831
32500	40948	22659
12919	40945	27238
19813	40956	40369
25402	40953	28124
39397	40948	7669
35194	40958	31839
22977	40953	5464
40018	40960	22813
17	40948	38488
6654	40953	9419
7951	40951	21432
16571	40945	3121
16760	40953	36726
36453	40948	16571
18561	40945	3052
19456	40945	17446
10406	40948	7444
14711	40945	17041
27876	40948	14225
11169	40944	7353
15514	40945	12595
16416	40945	17124
25860	40951	12884
24749	40945	2291
10920	40943	209
1152	40949	26070
23775	40948	17802
2392	40948	7961
28344	40956	6232
32780	40958	2468
9382	40953	13832
17642	40948	31550
34978	40958	16433
19984	40948	9866
15564	40945	26442
40177	40948	39218
21300	40948	21671
37438	40945	35299
20960	40953	3601
28013	40945	33488
19508	40944	32072
15169	40948	124
8421	40944	17495
21096	40944	10833
18691	40949	38917
31564	40953	17364
19149	40945	9380
3591	40953	31039
31950	40948	13736
33675	40948	5356
7094	40948	26419
24638	40956	10899
36212	40958	40437
11266	40948	36138
141	40953	1485
28153	40950	14067
39238	40953	14601
32074	40953	40739
7889	40953	28927
6594	40945	984
17620	40948	10758
34737	40948	7621
35379	40949	11322
12540	40953	25146
36387	40958	37206
14002	40945	7415
23660	40953	32205
33093	40945	26485
21327	40948	22210
15236	40948	20960
24074	40954	12890
28430	40948	3957
13606	40945	32112
29881	40945	13430
10448	40958	32734
27381	40948	31671
13257	40948	5789
9001	40945	35807
18435	40953	6337
13305	40949	23363
25640	40944	25750
25615	40949	36571
30163	40948	26714
15451	40948	3610
7223	40945	37915
11090	40948	3932
15022	40949	6363
37302	40948	26251
23265	40945	31351
13133	40949	13331
26860	40950	35943
14170	40953	21711
20317	40953	3769
37169	40948	14511
9611	40948	36138
15240	40945	32399
4908	40948	32887
40121	40945	16222
28490	40953	11918
40058	40948	17912
12990	40945	33065
28859	40948	138
26618	40953	24245
17041	40948	13945
36488	40945	9690
12783	40948	19831
37229	40953	4824
1178	40948	30988
9605	40948	6614
164	40948	6813
18883	40953	31470
13671	40943	26322
